symbol,price,beta,volAvg,mktCap,lastDiv,range,changes,exchange,industry,website,description,ceo,sector,country,fullTimeEmployees,phone,address,city,state,zip,dcfDiff,dcf,image
RHM.DE,1885.0,0.533,,84114923520,8.1,,,,Aerospace & Defense,https://www.rheinmetall.com,,,Industrials,,,,,,,,,,
